messageId,messageCreatedAt,messageAuthorId,messageContent,agentModel,agentTier,agentTokensInput,agentTokensOutput,feedbackId,feedbackUserId,feedbackType,feedbackReason,feedbackComment,feedbackRuleId,feedbackRuleAction,feedbackCreatedAt
0c2827de-bad8-4133-b9db-6c0ac31f5a89,2026-03-18T18:51:01.980Z,agent,"# Team Workspace

Use this quick start to begin.

## Start
1. (Optional) Open **Edit Context** and set goal, constraints, timeline, and success criteria.
2. Use center chat to align on direction and decisions.
3. Use composer modes or slash commands as needed: `/summary`, `/research`, `/actions`, `/help`.

## Workspace
- Insights are shown in the right panel.
- Marker links connect each insight back to source chat context.

Begin with a short team intro in chat.",,,,,,,,,,,,
46dc22ca-9ea7-485f-9f3f-6a437ffaae4d,2026-03-18T18:51:01.986Z,agent,📌 Summary available: Demo: Conversation Snapshot,,,,,,,,,,,,
c846cf4d-386a-45a8-ae5f-2f298a3af602,2026-03-18T18:51:01.991Z,agent,📌 Research available: Demo: Research,,,,,,,,,,,,
8db850f5-85b8-4814-954f-15405f4e0dec,2026-03-18T18:51:01.997Z,agent,📌 Action Item available: Demo: Action Item,,,,,,,,,,,,
d4cf8673-9f55-439b-911e-26251bed1516,2026-03-18T18:51:02.003Z,agent,📌 Help available: Demo: Help Card,,,,,,,,,,,,
7422f887-3f17-4a04-bb51-900120454954,2026-03-19T09:37:57.225Z,study-user-04-01,where's a fun destination we can go,,,,,,,,,,,,
ad4b43a6-56a3-401a-81f8-c0230fc26ff3,2026-03-19T09:38:37.961Z,agent,"Generated help recommendations: *Visit Johor Bahru, Malaysia**

Help Recommendations Visit Johor Bahru, Malaysia - Why it helps: Johor Bahru is close to Singapore, making it a convenient and affordable weekend destination",,,,,,,,,,,,
c65c69a5-d625-405d-bd77-beb20663c2ed,2026-03-19T09:39:18.564Z,agent,"Generated research: Context and Objective

Context and Objective The team is planning a weekend trip from Singapore for two people, with a middling budget of $200 for the entire trip",,,,,,,,,,,,
83f0eb6d-af60-4882-9fda-ac05458ca1bf,2026-03-19T09:40:10.951Z,agent,"Generated research: Context and Objective

Context and Objective The team is planning a weekend trip from Singapore for two people, aiming to keep the total trip cost within a middling budget of $200",,,,,,,,,,,,
de20286e-eb90-47c7-ac20-627bbeb49876,2026-03-19T09:40:23.617Z,agent,"Generated help recommendations: *1. Johor Bahru, Malaysia**

For a weekend trip from Singapore with a budget of $200 for two people, here are a few fun and budget-friendly destinations to consider: 1",,,,,,,,,,,,
059bd224-4607-43b3-a190-077ec0c3dea0,2026-03-19T09:41:11.122Z,study-user-04-01,"we are foodies and want to do nature hikes, which location works best for this",,,,,,,,,,,,
9b10dba0-b21f-42a7-a736-5f415d63ed68,2026-03-19T09:41:19.117Z,study-user-04-01,"@agent we are foodies and want to do nature hikes, which location works best for this",,,,,,,,,,,,
