messageId,messageCreatedAt,messageAuthorId,messageContent,agentModel,agentTier,agentTokensInput,agentTokensOutput,feedbackId,feedbackUserId,feedbackType,feedbackReason,feedbackComment,feedbackRuleId,feedbackRuleAction,feedbackCreatedAt
0eb83d30-ca81-4e01-a90d-e91ada452f9a,2026-03-24T14:39:17.734Z,agent,"Welcome team.

This room uses a lighter support mode.

Quick orientation:
- Center chat is for your discussion.
- Nothing will be produced in the right panel.",,,,,,,,,,,,
3ed8362d-06d1-426f-95c3-05c11a1cf9e2,2026-03-25T08:32:11.872Z,study-user-01,hello senoritas awesome,,,,,,,,,,,,
225759cc-be1c-4bd1-9c34-eae249d45ecb,2026-03-25T08:34:43.889Z,study-user-03,i hope someone else wrote that down,,,,,,,,,,,,
4fbc6ee0-ffa6-4bcb-8980-c2010baa3138,2026-03-25T08:34:46.704Z,study-user-01,huh,,,,,,,,,,,,
0ea66d10-23c2-4f0e-b562-d7eddd345880,2026-03-25T08:34:47.719Z,study-user-03,i forgot everything,,,,,,,,,,,,
892f6f04-1679-4beb-8ceb-dee01b6cb828,2026-03-25T08:34:59.249Z,study-user-02,where do u want to go,,,,,,,,,,,,
c5ab86ec-dafe-4cc8-9a78-1fc5ea64bd97,2026-03-25T08:34:59.270Z,study-user-01,your friend group of 3 wants to plan a trip together,,,,,,,,,,,,
85b239cb-d6ce-4dc4-a91a-970e9eb48160,2026-03-25T08:35:02.754Z,study-user-02,i want to go to cebu,,,,,,,,,,,,
57a5dde8-293e-4408-b2fc-3d3bb36a19fc,2026-03-25T08:35:05.895Z,study-user-02,and eat lechon,,,,,,,,,,,,
c3234783-a829-4874-9195-b962d79527a9,2026-03-25T08:35:10.156Z,study-user-03,friend group of 3 going on a trip on their favourite rocket ship,,,,,,,,,,,,
e8a28df9-ed71-4c73-b530-fde8da563b29,2026-03-25T08:35:12.451Z,study-user-02,who wants lechon say hell yeah,,,,,,,,,,,,
57fea46c-7c88-40db-939e-c81145d17e97,2026-03-25T08:35:23.114Z,study-user-01,@agent quick vacation destinations for a group of 3,,,,,,,,,,,,
13795c32-5965-44f1-aa68-d093c052ee91,2026-03-25T08:35:27.129Z,agent,"Here are a few quick vacation destinations for a group of 3:

- **Cebu, Philippines**: Great beaches and delicious lechon!
- **Tulum, Mexico**: Beautiful coastlines and vibrant culture.
- **Nashville, Tennessee**: Fun music scene and tasty Southern food.
- **Barcelona, Spain**: Stunning architecture and lively atmosphere.

Let me know if you need more details!",gpt-4o-mini-2024-07-18,tier1,615,83,,,,,,,,
bf4faf64-3235-4d1f-ac48-1e246286311b,2026-03-25T08:35:34.372Z,study-user-02,lets gooooooooooooooo,,,,,,,,,,,,
