messageId,messageCreatedAt,messageAuthorId,messageContent,agentModel,agentTier,agentTokensInput,agentTokensOutput,feedbackId,feedbackUserId,feedbackType,feedbackReason,feedbackComment,feedbackRuleId,feedbackRuleAction,feedbackCreatedAt
e7174cdd-6659-4fc5-8455-2e1023dc5099,2026-03-24T14:39:17.716Z,agent,"Welcome team.

You already completed the solo intro, so this space is for working together.

Quick orientation:
- Center chat is for discussion and decisions.
- Right panel is where generated outputs appear.

Above the chat box, choose as needed:
- Summary
- Research
- Actions
- Help",,,,,,,,,,,,
8fd55fed-06dc-4036-a44b-ae9d7e07ad8c,2026-03-25T08:15:20.874Z,study-user-02,hi royston,,,,,,,,,,,,
4f00c8ba-c2e3-4e4e-af46-7634a076eb21,2026-03-25T08:15:26.477Z,agent,Hello! How can I assist you today with your flat-hunting project?,gpt-4o-2024-08-06,tier2,656,15,,,,,,,,
ddbd2868-beef-4244-beb5-67ac55e317fe,2026-03-25T08:15:36.552Z,study-user-02,hi royston,,,,,,,,,,,,
e348c615-fb4b-4e43-b48d-bb5b1d4e5c65,2026-03-25T08:15:40.409Z,study-user-02,lololol,,,,,,,,,,,,
b458c4d7-20e1-467c-a024-bec6aed92be2,2026-03-25T08:15:54.485Z,study-user-02,i want enough space for my own study desk,,,,,,,,,,,,
33e2770c-9d56-45c8-bb1b-d00de3c279f1,2026-03-25T08:16:03.142Z,study-user-02,and a nice closet for all my clothes and shoes i have a lot,,,,,,,,,,,,
54b10bd1-7d37-4e6a-a112-850bb10df995,2026-03-25T08:16:10.057Z,study-user-02,and a gym,,,,,,,,,,,,
d0961c52-a502-4670-8292-d3ac5e22fad4,2026-03-25T08:16:12.066Z,study-user-02,need a gym,,,,,,,,,,,,
9d417dad-8de1-4e13-b42a-e1121361a849,2026-03-25T08:16:16.006Z,study-user-02,so i dont get fat,,,,,,,,,,,,
06cded3a-28cc-4fef-9c0c-e8ad04a5009b,2026-03-25T08:16:30.946Z,study-user-02,i want to stay in the east/central,,,,,,,,,,,,
0271957e-4b03-4160-9598-66d905c467f0,2026-03-25T08:16:41.678Z,study-user-02,what did we talk about,,,,,,,,,,,,
7a61cdd7-bec3-44dd-bca3-0f17fe5e57a8,2026-03-25T08:16:48.532Z,agent,Generated summary: Key Discussion Points,,,,,,,,,,,,
e6d597fb-7a5d-4add-a3d0-0b65b8d9920a,2026-03-25T08:16:56.246Z,study-user-02,based on the summary what is a good place to live in singapore,,,,,,,,,,,,
704ded2b-bff6-454c-a095-ebd6f2a29556,2026-03-25T08:17:06.802Z,agent,Generated summary: Key Discussion Points,,,,,,,,,,,,
636284a8-26bb-4fe7-89e8-96cca1622ac6,2026-03-25T08:17:06.812Z,agent,Summary insight created. Open the card for details.,,,,,,,,,,,,
